price,rating,title
$0.00,4.7 out of 5 stars,"['Chaos: Charles Manson, the CIA, and the Secret History of the Sixties']"
$20.81,4.8 out of 5 stars,"['Classical Mythology A to Z: An Encyclopedia of Gods & Goddesses, Heroes & Heroines, Nymphs, Spirits, Monsters, and Places']"
$20.81,4.7 out of 5 stars,['We Should All Be Feminists']
$20.81,4.7 out of 5 stars,['Majestic Rose Nouveau Bible Tabs (Majestic™ Bible)']
$12.49,4.8 out of 5 stars,['The 5000 Year Leap']
$12.49,4.9 out of 5 stars,['His Truth Is Marching On: John Lewis and the Power of Hope']
$22.49,4.9 out of 5 stars,['Booze & Vinyl: A Spirited Guide to Great Music and Mixed Drinks']
$54.39,4.8 out of 5 stars,['Vanity Fair 100 Years: From the Jazz Age to Our Age']
$54.39,4.9 out of 5 stars,['Women in Art: 50 Fearless Creatives Who Inspired the World (Women in Science)']
$11.79,4.6 out of 5 stars,"[""AP World History: Modern Premium: With 5 Practice Tests (Barron's AP)""]"
$0.00,4.6 out of 5 stars,['Tribe: On Homecoming and Belonging']
$14.99,4.8 out of 5 stars,"['Princeton Review AP U.S. History Prep, 2021: Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)']"
$20.50,4.6 out of 5 stars,['Women in White Coats: How the First Women Doctors Changed the World of Medicine']
$6.99,4.7 out of 5 stars,['The Federalist Papers (Dover Thrift Editions)']
$6.99,4.8 out of 5 stars,['Licensed to Lie']
$0.00,4.5 out of 5 stars,"['Lean In: Women, Work, and the Will to Lead']"
$35.60,4.8 out of 5 stars,['Compendium Of The Emerald Tablets']
$35.60,4.8 out of 5 stars,['Tattoos on the Heart: The Power of Boundless Compassion']
$6.69,4.6 out of 5 stars,"['The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures (FSG Classics) by Anne Fadiman (2012-04-24)']"
$24.16,4.7 out of 5 stars,"[""IBM and the Holocaust: The Strategic Alliance Between Nazi Germany and America's Most Powerful Corporation-Expanded Edition""]"
$18.69,4.5 out of 5 stars,['The Upswing: How America Came Together a Century Ago and How We Can Do It Again']
,4.9 out of 5 stars,['I Prayed for You']
$18.69,4.5 out of 5 stars,"[""In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin""]"
,4.9 out of 5 stars,"['Jesus Calling: Enjoying Peace in His Presence, textured gray leathersoft, with full Scriptures']"
$13.28,4.9 out of 5 stars,"[""The Daily Decree: Bringing Your Day Into Alignment with God's Prophetic Destiny""]"
$13.28,4.9 out of 5 stars,['Prayer in the Night: For Those Who Work or Watch or Weep']
$9.97,4.7 out of 5 stars,['The Kids Laugh Challenge: Would You Rather? Easter Edition: A Hilarious and Interactive Question and Answer Book for Boys and Girls: Easter Basket Stuffer Ideas For Kids']
$9.97,4.6 out of 5 stars,['The Power of Positive Thinking']
$9.97,4.8 out of 5 stars,['God Gave Us Heaven']
$9.97,4.9 out of 5 stars,['Parenting: 14 Gospel Principles That Can Radically Change Your Family']
$43.30,4.8 out of 5 stars,"['Ninja Life Hacks Growth Mindset 8 Book Box Set (Books 9-16: Perfect, Money, Anxious, Gritty, Dishonest, Shy, Unplugged, Diversity)']"
$43.30,4.8 out of 5 stars,"[""Emotionally Healthy Spirituality: It's Impossible to Be Spiritually Mature, While Remaining Emotionally Immature""]"
$43.30,4.8 out of 5 stars,['Pinkalicious: Eggstraordinary Easter']
$12.48,4.9 out of 5 stars,['Quiet Times with God Devotional: 365 Daily Inspirations']
$12.48,4.7 out of 5 stars,['The Night Before Easter']
$12.48,4.8 out of 5 stars,"[""The Berenstain Bears' Easter Sunday (Berenstain Bears/Living Lights: A Faith Story)""]"
$12.58,4.7 out of 5 stars,['My Little Library: Bible Stories (12 Board Books & 3 Downloadable Apps!)']
$15.29,4.8 out of 5 stars,['Women of the Word: How to Study the Bible with Both Our Hearts and Our Minds (Second Edition)']
$8.88,4.9 out of 5 stars,['The Reset: Returning to the Heart of Worship and a Life of Undivided Devotion']
$8.88,4.7 out of 5 stars,"[""Happy & Hoppy - Children's Flip-a-Flap Activity Board Book for Easter Baskets and Springtime Fun, Ages 1-5""]"
$20.12,4.8 out of 5 stars,"[""I Heard God Laugh: A Practical Guide to Life's Essential Daily Habit""]"
$20.12,4.8 out of 5 stars,['Love Does: Discover a Secretly Incredible Life in an Ordinary World']
$20.12,4.9 out of 5 stars,['Embraced: 100 Devotions to Know God Is Holding You Close']
,4.5 out of 5 stars,['Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values']
$15.89,4.9 out of 5 stars,['Assata: An Autobiography']
$24.26,4.5 out of 5 stars,['A Gift From The Stars: Extraterrestrial Contacts and Guide of Alien Races']
$73.80,4.8 out of 5 stars,"['Walter Isaacson: The Genius Biographies: Benjamin Franklin, Einstein, Steve Jobs, and Leonardo da Vinci']"
$18.99,4.8 out of 5 stars,['Crossing the Line: A Fearless Team of Brothers and the Sport That Changed Their Lives Forever']
$19.36,4.8 out of 5 stars,"[""Share Your Stuff. I'll Go First.: 10 Questions to Take Your Friendships to the Next Level""]"
$12.79,4.6 out of 5 stars,"['10% Happier Revised Edition: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story']"
$4.99,4.7 out of 5 stars,['The Moment of Lift: How Empowering Women Changes the World']
$27.00,4.5 out of 5 stars,['The Copenhagen Trilogy: Childhood; Youth; Dependency']
$0.00,5.0 out of 5 stars,['Strong Women Lift Each Other Up']
$12.49,4.8 out of 5 stars,['I Would Leave Me If I Could.: A Collection of Poetry']
$0.00,4.7 out of 5 stars,"[""I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer""]"
$0.00,4.7 out of 5 stars,['The Infinite Game']
$16.99,4.4 out of 5 stars,['Group: How\xa0One\xa0Therapist\xa0and\xa0a\xa0Circle\xa0of Strangers\xa0Saved\xa0My\xa0Life']
$16.99,4.3 out of 5 stars,"['Hungry Hearts: Essays on Courage, Desire, and Belonging']"
$16.74,4.7 out of 5 stars,['It’s Never Too Late: Make the Next Act of Your Life the Best Act of Your Life']
,4.8 out of 5 stars,['Ask and It Is Given: Learning to Manifest Your Desires']
$6.99,4.7 out of 5 stars,"['Daily Rituals: Positive Affirmations to Attract Love, Happiness and Peace']"
$9.95,4.8 out of 5 stars,['Everyday Tarot Mini Tarot Deck (RP Minis)']
$9.95,4.7 out of 5 stars,"[""It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle""]"
$21.13,4.7 out of 5 stars,['Transforming The Living Legacy of Trauma: A Workbook for Survivors and Therapists']
$10.39,4.8 out of 5 stars,['Being Mortal: Medicine and What Matters in the End']
$12.90,4.8 out of 5 stars,['The Book of Joy: Lasting Happiness in a Changing World']
$10.77,4.8 out of 5 stars,['Pussy Prayers: Sacred and Sensual Rituals for Wild Women of Color']
$18.06,4.6 out of 5 stars,"['Designing Your Life: How to Build a Well-Lived, Joyful Life']"
$19.93,4.3 out of 5 stars,['Useful Delusions: The Power and Paradox of the Self-Deceiving Brain']
$12.50,4.6 out of 5 stars,"['The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever']"
$21.01,4.7 out of 5 stars,"['Keto Meal Prep by FlavCity: 125+ Low Carb Recipes That Actually Taste Good (Keto Cookbook, Keto Diet Recipes, Keto Foods, Keto Dinner Ideas) (FlavCity)']"
$21.01,4.7 out of 5 stars,['You Can Heal Your Life']
$12.99,4.7 out of 5 stars,"['Questions for Couples Journal: 400 Questions to Enjoy, Reflect, and Connect with Your Partner']"
$12.99,4.7 out of 5 stars,"['The Mindful Self-Compassion Workbook: A Proven Way to Accept Yourself, Build Inner Strength, and Thrive']"
$12.59,4.8 out of 5 stars,['Create This Book']
$14.40,4.8 out of 5 stars,['Complex PTSD: From Surviving to Thriving: A Guide and Map for Recovering from Childhood Trauma']
,4.8 out of 5 stars,['Mr. Brown Can Moo! Can You?']
$8.67,4.5 out of 5 stars,['Shuggie Bain: A Novel (Booker Prize Winner)']
$8.67,4.7 out of 5 stars,['The Kite Runner']
$10.20,4.5 out of 5 stars,['Little Fires Everywhere: A Novel']
$10.20,4.8 out of 5 stars,['The Dark Tower 8-Book Boxed Set']
$10.20,4.7 out of 5 stars,['If I Ran the Zoo (Classic Seuss)']
$14.99,4.1 out of 5 stars,['The Wife Upstairs: A Novel']
$0.00,4.9 out of 5 stars,"['Harry Potter and the Half-Blood Prince, Book 6']"
$12.99,4.3 out of 5 stars,['The Postscript Murders']
$0.00,4.4 out of 5 stars,['Daisy Jones & The Six: A Novel']
$13.18,4.8 out of 5 stars,['Spilled Milk: Based on a true story']
$13.18,4.9 out of 5 stars,['The Hobbit: Illustrated Edition']
$8.23,4.6 out of 5 stars,['The Orphan Collector: A Heroic Novel of Survival During the 1918 Influenza Pandemic']
$8.91,4.7 out of 5 stars,['The Tattooist of Auschwitz: A Novel']
$0.00,4.7 out of 5 stars,['Before We Were Yours: A Novel']
$11.53,4.8 out of 5 stars,"[""Harvey The Heart Had Too Many Farts: A Rhyming Read Aloud Story Book For Kids And Adults About Farting and Friendship, A Valentine's Day Gift For Boys and Girls""]"
$17.34,4.2 out of 5 stars,['How the One-Armed Sister Sweeps Her House: A Novel']
$17.34,4.6 out of 5 stars,['The Bluest Eye (Vintage International)']
$17.34,4.9 out of 5 stars,['Animal Farm: 1984']
$20.81,4.7 out of 5 stars,['Jacques Pépin Quick & Simple']
$21.99,4.6 out of 5 stars,['Toaster Oven Perfection: A Smarter Way to Cook on a Smaller Scale']
$24.45,4.8 out of 5 stars,"[""Star Wars: Galaxy's Edge: The Official Black Spire Outpost Cookbook""]"
$21.66,4.8 out of 5 stars,"[""Maangchi's Big Book of Korean Cooking: From Everyday Meals to Celebration Cuisine""]"
$21.66,4.6 out of 5 stars,['Fix It with Food: More Than 125 Recipes to Address Autoimmune Issues and Inflammation: A Cookbook']
$15.29,4.5 out of 5 stars,['5-Ingredient Cooking for Two: 100 Recipes Portioned for Pairs']
$17.41,4.6 out of 5 stars,"[""Martha Stewart's Very Good Things: Clever Tips & Genius Ideas for an Easier, More Enjoyable Life""]"
$17.41,4.6 out of 5 stars,['Molly on the Range: Recipes and Stories from An Unlikely Life on a Farm: A Cookbook']
$22.47,4.7 out of 5 stars,['The Traeger Grill Bible • More Than a Smoker Cookbook: The Ultimate Guide to Master your Wood Pellet Grill with 200 Flavorful Recipes Plus Tips and Techniques for Beginners and Advanced Pitmasters']
$22.47,4.8 out of 5 stars,['Tequila Mockingbird: Cocktails with a Literary Twist']
$21.66,4.8 out of 5 stars,['BraveTart: Iconic American Desserts']
$21.66,4.5 out of 5 stars,"['The Healthy Smoothie Bible: Lose Weight, Detoxify, Fight Disease, and Live Long']"
$17.99,4.4 out of 5 stars,"['The Shredded Chef: 125 Recipes for Building Muscle, Getting Lean, and Staying Healthy (Third Edition)']"
$17.99,4.5 out of 5 stars,"['Ninja Air Fryer Cookbook for Beginners: 75+ Recipes for Faster, Healthier, & Crispier Fried Favorites']"
$21.24,4.7 out of 5 stars,"['Milk Street: Tuesday Nights: More than 200 Simple Weeknight Suppers that Deliver Bold Flavor, Fast']"
$29.99,4.9 out of 5 stars,"['The Julia Rothman Collection: Farm Anatomy, Nature Anatomy, and Food Anatomy']"
$22.51,4.8 out of 5 stars,['Old World Italian: Recipes and Secrets from Our Travels in Italy: A Cookbook (CLARKSON POTTER)']
$13.64,4.2 out of 5 stars,"['Keto Meal Prep Cookbook For Beginners: 600 Easy, Simple & Basic Ketogenic Diet Recipes (Keto Cookbook)']"
$22.49,4.8 out of 5 stars,['The Ultimate Guide to Keto Baking: Master All the Best Tricks for Low-Carb Baking Success']
$22.49,4.7 out of 5 stars,"['Sweet Potato Soul: 100 Easy Vegan Recipes for the Southern Flavors of Smoke, Sugar, Spice, and Soul : A Cookbook']"
$24.73,4.8 out of 5 stars,"[""The Complete Cook's Country TV Show Cookbook Includes Season 13 Recipes: Every Recipe and Every Review from All Thirteen Seasons (COMPLETE CCY TV SHOW COOKBOOK)""]"
$24.73,4.7 out of 5 stars,['Skinnytaste Fast and Slow: Knockout Quick-Fix and Slow Cooker Recipes: A Cookbook']
$24.73,4.8 out of 5 stars,"[""America's Test Kitchen Twentieth Anniversary TV Show Cookbook: Best-Ever Recipes from the Most Successful Cooking Show on TV (Complete ATK TV Show Cookbook)""]"
$29.69,4.7 out of 5 stars,['My Pesach Kitchen']
$16.19,5.0 out of 5 stars,"[""'Twas the Morning of Easter""]"
$16.19,4.8 out of 5 stars,['Walk in Faith: 5-Minute Devotions for Teen Guys']
$11.89,4.8 out of 5 stars,['Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People']
$15.99,4.8 out of 5 stars,['One Big Heart: A Celebration of Being More Alike than Different']
$14.75,4.9 out of 5 stars,['Let Freedom Ring: A 40-Day Tactical Training for Freedom from the Devil']
$14.75,4.7 out of 5 stars,['The Greatest Salesman in the World']
$15.99,4.8 out of 5 stars,['Confronting Injustice without Compromising Truth: 12 Questions Christians Should Ask About Social Justice']
$23.49,4.8 out of 5 stars,"['CSB She Reads Truth Bible, Poppy Linen, Black Letter, Full-Color Design, Notetaking Space, Devotionals, Reading Plans, Two Ribbon Markers, Sewn Binding, Easy-to-Read Type']"
$23.99,4.8 out of 5 stars,['Everybody Fights: So Why Not Get Better at It?']
$25.49,4.8 out of 5 stars,"['Tyndale NLT Inspire Bible (Hardcover, Aquamarine): Journaling Bible with Over 400 Illustrations to Color, Coloring Bible with Creative Journal Space - Religious Gift that Inspires Connection with God']"
$12.99,4.8 out of 5 stars,"[""Brave: A Teen Girl's Guide to Beating Worry and Anxiety""]"
$9.79,4.8 out of 5 stars,['Draw the Circle: The 40 Day Prayer Challenge']
$9.79,4.9 out of 5 stars,"['NIV, Ultimate Bible for Girls, Faithgirlz Edition, Hardcover']"
$6.99,4.7 out of 5 stars,"['Prayer Journal For Women: 52 Week Scripture, Guided Prayer Notebook For Women Of God']"
$6.99,4.8 out of 5 stars,['The Hebrew Bible: A Translation with Commentary']
$8.99,4.9 out of 5 stars,"['Tactics, 10th Anniversary Edition: A Game Plan for Discussing Your Christian Convictions']"
$45.00,4.8 out of 5 stars,"['The Jesus Bible Artist Edition, NIV, Leathersoft, Multi-color/Teal, Comfort Print']"
$15.30,4.9 out of 5 stars,['Jesus in Me: Experiencing the Holy Spirit as a Constant Companion']
$13.86,4.7 out of 5 stars,"['A Return to Love: Reflections on the Principles of ""A Course in Miracles""']"
$12.31,4.9 out of 5 stars,"['The Chosen: 40 Days with Jesus (Imitation Leather) – Impactful and Inspirational Devotional – Perfect Gift for Confirmation, Holidays, and More']"
$16.99,5.0 out of 5 stars,['We Belong to Each Other']
$16.99,4.9 out of 5 stars,"['The C. S. Lewis Signature Classics (8-Volume Box Set): An Anthology of 8 C. S. Lewis Titles: Mere Christianity, The Screwtape Letters, Miracles, The ... The Abolition of Man, and The Four Loves']"
$13.94,4.7 out of 5 stars,"[""The Robin's Greeting: Amish Greenhouse Mystery #3 (Volume 3)""]"
$14.39,4.6 out of 5 stars,"[""Why We're Polarized""]"
$0.00,4.8 out of 5 stars,['Washington: A Life']
$0.00,4.8 out of 5 stars,"[""My Grandfather's Son: A Memoir""]"
$0.00,4.8 out of 5 stars,['Team of Rivals: The Political Genius of Abraham Lincoln']
$0.00,4.6 out of 5 stars,['Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel']
$18.69,4.9 out of 5 stars,['Trump: The Presidential Photographs']
$12.79,4.8 out of 5 stars,"[""Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster""]"
$14.49,4.6 out of 5 stars,"[""Maus I: A Survivor's Tale: My Father Bleeds History""]"
$14.39,4.7 out of 5 stars,['The Revolt Against the Masses: How Liberalism Has Undermined the Middle Class']
$19.59,4.7 out of 5 stars,['Sapiens: A Graphic History: The Birth of Humankind (Vol. 1)']
$23.35,4.8 out of 5 stars,"['How the South Won the Civil War: Oligarchy, Democracy, and the Continuing Fight for the Soul of America']"
$23.35,4.4 out of 5 stars,"['Three Ordinary Girls: The Remarkable Story of Three Dutch Teenagers Who Became Spies, Saboteurs, Nazi Assassins--and WWII Heroes']"
$23.35,4.7 out of 5 stars,['The Nag Hammadi Scriptures: The Revised and Updated Translation of Sacred Gnostic Texts Complete in One Volume']
$0.00,4.6 out of 5 stars,['Benjamin Franklin: An American Life']
$0.00,4.5 out of 5 stars,['Generations']
$6.99,4.6 out of 5 stars,['Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race']
$11.99,4.8 out of 5 stars,"['Hoodoo For Beginners: Working Magic Spells in Rootwork and Conjure with Roots, Herbs, Candles, and Oils']"
$14.99,4.8 out of 5 stars,"[""Separate Is Never Equal: Sylvia Mendez and Her Family's Fight for Desegregation (Jane Addams Award Book (Awards))""]"
$14.65,4.9 out of 5 stars,"['Flashback to 1971 - A Time Traveler’s Guide: Perfect birthday or wedding anniversary gift for anyone born or married in 1971. For friends, parents or ... (A Time-Traveler’s Guide - Flashback Series)']"
$0.00,4.7 out of 5 stars,['Bad Blood: Secrets and Lies in a Silicon Valley Startup']
$0.00,4.8 out of 5 stars,['Emperor of All Maladies: A Biography of Cancer']
$14.99,4.7 out of 5 stars,['Humankind: A Hopeful History']
$14.99,4.9 out of 5 stars,['World War II: The Definitive Visual History from Blitzkrieg to the Atom Bomb']
$14.99,4.7 out of 5 stars,['The Power Broker: Robert Moses and the Fall of New York']
$27.49,4.9 out of 5 stars,['March (Trilogy Slipcase Set)']
$0.00,4.8 out of 5 stars,['The Meaning of Mariah Carey']
$0.00,4.5 out of 5 stars,['Leonardo da Vinci']
$22.99,4.2 out of 5 stars,['Tangled Up in Blue: Policing the American City']
$15.30,4.5 out of 5 stars,"[""I'm Just Charlie: The Autobiography of Charlie Ward""]"
$13.99,4.7 out of 5 stars,['Minor Feelings: An Asian American Reckoning']
$22.50,4.3 out of 5 stars,['Bugsy Siegel: The Dark Side of the American Dream (Jewish Lives)']
$10.07,4.8 out of 5 stars,['Frontier Follies: Adventures in Marriage and Motherhood in the Middle of Nowhere']
$18.29,4.7 out of 5 stars,"['Like Streams to the Ocean: Notes on Ego, Love, and the Things That Make Us Who We Are']"
$20.99,4.7 out of 5 stars,['Into Thin Air: A Personal Account of the Mt. Everest Disaster']
$11.78,4.6 out of 5 stars,['Lost Connections: Why You’re Depressed and How to Find Hope']
$22.86,4.4 out of 5 stars,"['Grace & Steel: Dorothy, Barbara, Laura, and the Women of the Bush Dynasty']"
$22.86,4.7 out of 5 stars,"[""The Color of Water: A Black Man's Tribute to His White Mother""]"
$18.00,4.4 out of 5 stars,['American Crisis: Leadership Lessons from the COVID-19 Pandemic']
$0.00,4.7 out of 5 stars,"['Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration']"
$13.94,4.4 out of 5 stars,['Recipes for a Sacred Life: True Stories and a Few Miracles']
$14.92,4.6 out of 5 stars,['The Pale-Faced Lie: A True Story']
$10.29,4.9 out of 5 stars,['The Rose That Grew From Concrete']
$17.99,4.7 out of 5 stars,"['The Compound Effect: Jumpstart Your Income, Your Life, Your Success']"
$0.00,4.8 out of 5 stars,['The Wild Unknown Animal Spirit Deck and Guidebook (Official Keepsake Box Set)']
$9.28,4.8 out of 5 stars,['The Magic (Secret (Rhonda Byrne))']
$0.00,4.7 out of 5 stars,['Art of Seduction: An Indispensible Primer on the Ultimate Form of Power']
$0.00,4.6 out of 5 stars,['The Highly Sensitive Person: How to Thrive When the World Overwhelms You']
$9.20,4.7 out of 5 stars,['Wreck This Journal (Black) Expanded Edition']
$9.32,4.6 out of 5 stars,['A Year of Zen: A 52-Week Guided Journal']
$14.86,4.7 out of 5 stars,['Growing You: Keepsake Pregnancy Journal and Memory Book for Mom and Baby']
$14.86,4.8 out of 5 stars,['Work Your Light Oracle Cards: A 44-Card Deck and Guidebook']
$15.00,4.8 out of 5 stars,['Twelve Steps and Twelve Traditions']
$15.00,4.5 out of 5 stars,"['The Longevity Paradox: How to Die Young at a Ripe Old Age (The Plant Paradox, 4)']"
$0.00,4.6 out of 5 stars,"['Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life']"
$15.20,4.7 out of 5 stars,['Love & Respect: The Love She Most Desires; The Respect He Desperately Needs']
$21.77,5.0 out of 5 stars,['The Inevitable: Dispatches on the Right to Die']
$17.15,4.6 out of 5 stars,['Hold Me Tight: Seven Conversations for a Lifetime of Love']
$14.35,4.7 out of 5 stars,['The Beauty of What Remains: How Our Greatest Fear Becomes Our Greatest Gift']
$14.35,4.8 out of 5 stars,['Gratitude: A Day and Night Reflection Journal (90 Days) (Inner World)']
,4.8 out of 5 stars,['I Can Lick 30 Tigers Today! and Other Stories (Classic Seuss)']
$13.99,4.5 out of 5 stars,['The Nature of Fragile Things']
$14.78,4.8 out of 5 stars,['Gone With the Wind']
$15.92,4.9 out of 5 stars,['Devotions: The Selected Poems of Mary Oliver']
$14.99,4.6 out of 5 stars,['Neighbors: A Novel']
$14.99,4.8 out of 5 stars,['Mark Twain: Five Novels (Leather-bound Classics)']
$16.80,4.1 out of 5 stars,['How Beautiful We Were: A Novel']
$9.29,4.4 out of 5 stars,['The Family Upstairs: A Novel']
$12.70,4.6 out of 5 stars,['Ashes of Her Love']
$15.29,4.8 out of 5 stars,['My Many Colored Days']
$12.29,4.7 out of 5 stars,['House of Earth and Blood (Crescent City Book 1)']
$12.29,4.8 out of 5 stars,['Eberron: Rising from the Last War (D&D Campaign Setting and Adventure Book) (Dungeons & Dragons)']
$0.00,4.3 out of 5 stars,['One by One']
$9.99,4.2 out of 5 stars,['Who is Maud Dixon?: A Novel']
$14.99,4.2 out of 5 stars,"[""The Bounty: A Novel (A Fox and O'Hare Novel Book 7)""]"
$14.99,4.9 out of 5 stars,['Marvin K. Mooney Will You Please Go Now! (Bright and Early Books for Beginning Beginners)']
$14.99,4.9 out of 5 stars,['Enemy at the Gates (Mitch Rapp Book 20)']
$14.99,4.5 out of 5 stars,['The Remains of the Day']
$22.46,4.5 out of 5 stars,['Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed)']
$11.89,4.6 out of 5 stars,['One Hundred Years of Solitude (Modern Classics)']
$13.00,4.4 out of 5 stars,['The Beekeeper of Aleppo: A Novel']
$14.99,4.4 out of 5 stars,['Untitled Plum #28: A Novel (A Stephanie Plum Novel)']
$22.99,4.4 out of 5 stars,"['Detransition, Baby: A Novel']"
$18.20,4.7 out of 5 stars,"[""The Forager's Harvest: A Guide to Identifying, Harvesting, and Preparing Edible Wild Plants""]"
$21.24,4.8 out of 5 stars,['Cook with Me: 150 Recipes for the Home Cook: A Cookbook']
$21.24,4.7 out of 5 stars,"[""Mary Berry's Baking Bible: Over 250 Classic Recipes""]"
$11.99,4.3 out of 5 stars,['Mediterranean Diet Cookbook 2021: The Ultimate Mediterranean Diet for Beginners with 21 Day Meal Plan: Simple and Easy Mediterranean Cookbook for Everyone']
$22.09,4.8 out of 5 stars,['How Can It Be Gluten Free Cookbook Collection: 350+ Groundbreaking Recipes for All Your Favorites']
$19.99,4.4 out of 5 stars,"['The Thyroid Reboot: How to Understand and Support a Healthy Thyroid - A Step-by-Step Guidebook to Help Support Your Thyroid, Health and Wellness']"
$17.41,4.6 out of 5 stars,"['Cooking for One: Scaled Recipes, No-Waste Solutions, and Time-Saving Tips']"
$19.99,4.8 out of 5 stars,"['Sababa: Fresh, Sunny Flavors From My Israeli Kitchen: A Cookbook']"
$24.95,4.6 out of 5 stars,['Party in an Air Fryer: 75+ Air Fryer Recipes from the Editors at Delish']
$24.95,4.6 out of 5 stars,"['Vegan for Everybody: Foolproof Plant-Based Recipes for Breakfast, Lunch, Dinner, and In-Between']"
$9.97,4.4 out of 5 stars,['The Official Ninja Foodi Digital Air Fry Oven Cookbook: 75 Recipes for Quick and Easy Sheet Pan Meals']
$22.20,4.6 out of 5 stars,"[""Cool Beans: The Ultimate Guide to Cooking with the World's Most Versatile Plant-Based Protein, with 125 Recipes [A Cookbook]""]"
$22.20,4.5 out of 5 stars,['Juicing for Beginners: The Essential Guide to Juicing Recipes and Juicing for Weight Loss']
$22.20,4.4 out of 5 stars,['Undo It!: How Simple Lifestyle Changes Can Reverse Most Chronic Diseases']
$24.54,4.8 out of 5 stars,"[""Fallout: The Vault Dweller's Official Cookbook""]"
$12.15,4.4 out of 5 stars,['The Whole 9 Months: A Week-By-Week Pregnancy Nutrition Guide with Recipes for a Healthy Start']
$12.15,4.7 out of 5 stars,"[""Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours : A Cookbook""]"
$24.60,4.8 out of 5 stars,['East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements]']
$14.99,4.8 out of 5 stars,['The Pioneer Woman Cooks: The New Frontier']
$23.99,4.7 out of 5 stars,['Momofuku: A Cookbook']
$27.49,4.9 out of 5 stars,"[""The Beekeeper's Bible: Bees, Honey, Recipes & Other Home Uses""]"
$13.99,4.5 out of 5 stars,"['DIRTY, LAZY, KETO (Revised and Expanded)']"
,4.8 out of 5 stars,"['Biblia Reina Valera 1960 letra grande. Símil piel fucsia, cremallera, tamaño manual / Spanish Holy Bible RVR 1960. Handy Size, Large Print, Leathersoft, Zipp (Spanish Edition)']"
$15.69,4.7 out of 5 stars,['Keto Comfort Foods: Family Favorite Recipes Made Low-Carb and Healthy']
$15.69,4.3 out of 5 stars,"['The Healthy Meal Prep Cookbook: Easy and Wholesome Meals to Cook, Prep, Grab, and Go']"
,4.9 out of 5 stars,['When I Pray for You']
$0.00,4.9 out of 5 stars,['Do It Afraid: Embracing Courage in the Face of Fear']
$0.00,4.8 out of 5 stars,"['The Lion, the Witch and the Wardrobe (The Chronicles of Narnia)']"
$0.00,4.8 out of 5 stars,['The Easter Egg']
$0.00,4.8 out of 5 stars,['The Rational Bible: Exodus']
$0.00,4.8 out of 5 stars,['Trusting God Day by Day: 365 Daily Devotions']
$0.00,4.8 out of 5 stars,['The Memory Box: A Book About Grief']
$18.69,5.0 out of 5 stars,['The Life You Long For: Learning to Live from a Heart of Rest']
$18.69,4.9 out of 5 stars,"[""You Are Special (Volume 1) (Max Lucado's Wemmicks, 1)""]"
$18.69,4.8 out of 5 stars,['3-Minute Devotions for Men: 180 Encouraging Readings']
$18.69,4.8 out of 5 stars,['Experiencing God: Knowing and Doing the Will of God (Bible Study)']
$18.69,4.7 out of 5 stars,"['Boundaries Workbook: When to Say Yes, How to Say No to Take Control of Your Life']"
$16.99,4.8 out of 5 stars,['TruthFilled - Bible Study Book']
$7.82,4.7 out of 5 stars,"['Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely']"
$14.29,4.7 out of 5 stars,"['KJV Holy Bible, Large Print Compact Bible, Tan Faux Leather Bible w/Ribbon Marker, Red Letter Edition, King James Version']"
$14.29,4.8 out of 5 stars,"['The Great Easter Race!: A Springtime Sesame Street Story with Elmo, Cookie Monster, Big Bird and Friends! (Easter Basket Stuffers for Toddlers and Kids) (Sesame Street Scribbles)']"
$12.66,5.0 out of 5 stars,['Rock YOUR Red Carpet: Win Big On The Stage Of Life']
$12.66,4.8 out of 5 stars,['The Unseen Realm: Recovering the Supernatural Worldview of the Bible']
$15.32,4.7 out of 5 stars,"[""Bedtime Songs: 11-Button Interactive Children's Sound Book (Early Bird Song)""]"
$21.54,4.7 out of 5 stars,['The Chosen I Have Called You by Name: A Novel Based on Season 1 of the Critically Acclaimed TV Series']
$0.00,4.6 out of 5 stars,['21 Lessons for the 21st Century']
$14.30,4.8 out of 5 stars,['The Color of Money: Black Banks and the Racial Wealth Gap']
